,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1,0.0017839280227616076,0.016200756825229017,0.01913199322465554,0.008625046357830811,0.014501449554050404,0.0025845984813349355,0.0023369868398084616,0.008126051464380413
2,0.0035651340710326665,0.016744452844636888,0.02378139535271021,0.009276901410741818,0.013470744307570328,0.004949996803107888,0.004355426812739936,0.008254576500591398
3,0.005235328810203648,0.017305894074459142,0.02806553184981056,0.009876171592592775,0.01252917545292201,0.007126409520782617,0.006216657364805335,0.008344568599886774
4,0.006748644014245307,0.017879293912116817,0.031784535392447216,0.010405545458868442,0.011697028103212458,0.009047931611510851,0.007859674563009351,0.008392255864894537
5,0.00806986163940087,0.01845040040281117,0.03480148018436906,0.010852082675903013,0.010982554027799525,0.010664716095857582,0.009235304604741913,0.008396860858957895
6,0.009175934453796452,0.018996129270548317,0.03705199251304961,0.01120807086899467,0.01038160859449129,0.011944765464428103,0.010308716855703629,0.008360298300756998
7,0.01005627228386805,0.019485300138333324,0.038544233215376617,0.011471443977175332,0.009878859907046615,0.01287417531456538,0.011060895503084785,0.008286610634010346
8,0.010711866270833413,0.019880501555935067,0.03934987695343625,0.011645698207584067,0.009450416138953456,0.013456040015111678,0.011489065365723911,0.008181277031743497
9,0.01115347581017843,0.020141040489537132,0.039587885094012475,0.011739295068015096,0.009067537401577758,0.013708363598058257,0.011606162901372861,0.008050544434407387
10,0.011399223684784004,0.02022683557803543,0.03940373874109587,0.011764611276719709,0.008700970812010553,0.013661361858879803,0.011439510768278326,0.007900894761137823
11,0.011472009435943169,0.020102970788269496,0.03894726382328342,0.011736572928783577,0.008325376178479043,0.013354504740317673,0.011028882325354969,0.007738704442333976
12,0.011397138373948129,0.01974445342980989,0.03835219749879308,0.011671173816436942,0.00792329347345581,0.012833559860000803,0.010424123428132313,0.00757009759899084
13,0.011200469043295708,0.019140569877786666,0.03772023676906174,0.011584098677113608,0.007488143344506738,0.012147797225460126,0.00968244335865171,0.007400955205573981
14,0.010907224845855818,0.01829816532253885,0.037111549668228605,0.01148963560088837,0.007025851617633857,0.011347437499925932,0.008865424577947697,0.007237018184434801
15,0.010541439504225493,0.017243232840963147,0.036542726761290806,0.011399974958426021,0.0065548461061494395,0.01048138930011824,0.008035765988814598,0.007084009836769627
16,0.010125866260524752,0.016020390497762108,0.03599204716399097,0.01132488583791592,0.006104376069568098,0.009595318995021933,0.0072537891572281524,0.006947705830391293
17,0.009682118662617513,0.014690126814834729,0.035410889435828215,0.011271677410071254,0.005711326466390026,0.008730108936622497,0.006573807534487498,0.006833902494255614
