,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
662,0.016548633978628113,0.02609217552026844,0.10946821155246354,0.06258780404488441,0.022013539235011974,0.013706839720090602,0.012931362852133699,0.007605577454981268
663,0.01655738779078478,0.02594601628827404,0.10749437514653513,0.05845130914898014,0.023594931169754543,0.014663573346505773,0.0135498249157648,0.008181402300159566
664,0.016452231770442086,0.0261030534643848,0.10608794215486683,0.05407764158366552,0.02581978569862009,0.015737498092392103,0.014211701651352795,0.008905743144855323
665,0.016253775088807765,0.026596288930903798,0.10556792987033026,0.049786578881647406,0.028598128366287626,0.016881557189543577,0.01488463833277609,0.009747403853720958
666,0.01598569453490026,0.02741200056694571,0.1061165786112505,0.045883331797773555,0.031779916484203134,0.018040605959490745,0.015529148003645046,0.010661825868315097
667,0.015674147304178973,0.028491016381467046,0.10775655213777521,0.042641324867421795,0.03516691745798877,0.019154404840200992,0.016103007187709534,0.011593750330413554
668,0.015347303468553817,0.029735785547803772,0.11035068121637456,0.04028922451200812,0.0385300831077287,0.02016138043531452,0.01656622086014525,0.012481358095425882
669,0.015034834360344494,0.031022408794692438,0.11362451576825824,0.039002763077201415,0.04163053749970041,0.021002937532592265,0.016885890197721482,0.013261563718996078
670,0.014767165995978599,0.032216119784425734,0.11720835147204597,0.03890125510770889,0.04424187078639292,0.021628059647106797,0.017040332196556894,0.013875939756927901
671,0.014574323099630769,0.033188222811130146,0.1206922987867288,0.040048167543922875,0.046171332504643454,0.021997911807390035,0.01702191551613907,0.014276617597126624
672,0.01448424096256977,0.03383224582871471,0.12368592050926756,0.04245476828053672,0.04727773157125378,0.022090129805786927,0.016838253235061853,0.014431461428119014
673,0.014520497960515783,0.03407710310830727,0.1258733524701522,0.04608574152381064,0.04748430840321604,0.021902424419743598,0.016511596729761165,0.014327839639791996
674,0.014699522596536138,0.03389541244471197,0.1270557620712682,0.050865682706786784,0.04678545653947061,0.021455058077210692,0.016076491667097025,0.01397442891647771
675,0.015027465424509057,0.03330577499310285,0.12717530597467505,0.056685518695705095,0.04524684987396977,0.02079170857486682,0.015575980879745736,0.013400696507607768
676,0.015497089892309444,0.03236872353061965,0.12631791494843095,0.0634081026782405,0.04299919843525754,0.019978272260983754,0.015056846634494095,0.01265401491309612
677,0.016085183531113226,0.031177021868759775,0.12469554742618129,0.07087250117452151,0.040226442351305305,0.019099312827312927,0.014564530296865299,0.011794726565576457
678,0.01675106137748595,0.029841865724175055,0.12261137423301945,0.07889684284740969,0.03714965382715997,0.018252134009819884,0.014138404161980122,0.010889811042404215
679,0.017436687700853232,0.028477130702544755,0.12041337889882026,0.08728004810152071,0.03400823068310316,0.017538808409277747,0.013807981789444763,0.010006027904349178
680,0.018068784336146317,0.02718404117567081,0.11844308350848486,0.0958032838042973,0.031040126718826905,0.017056858683957527,0.013590463408151855,0.009203464233765913
681,0.018563062625691747,0.02603848157184709,0.11698658791525549,0.10423252495116415,0.02846287100875007,0.01688957569085616,0.013489774576714963,0.008530306531081173
682,0.018830458783204402,0.025082696474894535,0.1162347723052722,0.11232403114214069,0.026456984015678864,0.017097101993594228,0.013497030923922215,0.008019419269180235
683,0.01878500950107381,0.02432243105033758,0.11625826834106394,0.11983466550301003,0.02515312258251365,0.017709379402518623,0.013592199264806617,0.0076870047094634575
684,0.01835280492036616,0.02372976877368258,0.1170007054184064,0.12653858356768286,0.024623911664686103,0.018721867942098985,0.013746648685793922,0.0075333033276711306
685,0.017481317317449993,0.02325114079648313,0.11829104091167997,0.13225078027860934,0.02488098741428124,0.02009463061744612,0.013926287133789055,0.007545025887613276
686,0.01614832868622254,0.022819298492796698,0.1198729047120403,0.1368563659556426,0.02587732414605035,0.021754994234653085,0.014095027415012265,0.0076990203909380285
687,0.014369655530346706,0.022367521733554867,0.12144632644534743,0.14034249478682365,0.027514480809701685,0.023603588467164337,0.014218374883405872,0.007966577899381292
688,0.012204875422473652,0.02184402893370585,0.12271541924474086,0.14282798195969215,0.02965400056700929,0.02552317029053637,0.014266937493299917,0.008317763335325693
