,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
272,0.008909841322778814,0.023234130549654335,0.041279355190314004,0.05773405313645227,0.02682001432912553,0.01870666799485854,0.01748968194112184,0.007601756005820476
273,0.01464182695350097,0.02519119199263595,0.03794879315441221,0.06019498917464499,0.025130451842136046,0.018072805692361155,0.017067239426319818,0.007378271684705625
274,0.022240421125247073,0.02797631751907142,0.03449124327906271,0.06245234418806549,0.023387223996694857,0.01737570723799233,0.016496339441103965,0.007511654233144103
275,0.03154472107743406,0.03154214644247404,0.031080509464846022,0.06440605714364737,0.02165376794256205,0.016636779223036396,0.015794877074828722,0.008015664955278588
276,0.04226469338225407,0.035774007879679645,0.027918371812452,0.06596597709414986,0.02000236238034213,0.015884603437827965,0.014994419855575744,0.008878339032370198
277,0.05399727249127792,0.040497251607997824,0.02522458022208146,0.0670626908418268,0.018508673704831922,0.015152265172120717,0.014137103709536025,0.010062216263658153
278,0.06625453882815074,0.04549099544705294,0.02322315365536986,0.06765667990432335,0.017244858500926157,0.014473778386035993,0.013271387603343673,0.011506770157678958
279,0.07850189860712185,0.05050748302278786,0.022126121743680484,0.06774422646046556,0.01627212343287391,0.013880293952662371,0.012447365493865058,0.013133009315501216
280,0.09020265483862833,0.05529568906801256,0.02211617670462045,0.06735891631613458,0.015633805666837215,0.013396759165091894,0.011712290456216804,0.01484997952216461
281,0.10086414471680294,0.05962729634150458,0.02332990374656513,0.06656822646361577,0.015350010525467521,0.013039546647984623,0.011106809163430171,0.01656262648107662
282,0.11008001541966159,0.06332273592344702,0.02584328955492813,0.06546541044535335,0.015414630322466835,0.012815339677802004,0.010662194911772544,0.018180230925250205
283,0.1175634340725669,0.06627468082454381,0.029661069410010243,0.06415761387725338,0.01579521952293277,0.012721310904184402,0.010398663194441136,0.01962446107770942
284,0.12316715633360624,0.06846627932731758,0.034711190487587223,0.06275179548921998,0.016435791706374336,0.012746414161122101,0.010324702264630769,0.02083607071105335
285,0.12688829911765984,0.0699815866258366,0.04084526944567786,0.06134050567933361,0.017262204065122203,0.012873453165937026,0.010437277624832127,0.02177945055503747
286,0.12885801807187272,0.07100615423324952,0.04784542079209622,0.05998976092497583,0.018189456957302137,0.01308150536373403,0.010722767123400919,0.022444600092119824
287,0.1293185181750833,0.0718165658408492,0.05543723976825585,0.05873103599928096,0.019129995929411957,0.013348265801192105,0.011158514089144712,0.022846528777318173
288,0.12859138608164147,0.07275881486760702,0.06330806429533278,0.05755875275093756,0.020001993794729542,0.013651936757543094,0.011714903442677485,0.023022478704572972
289,0.1270418663538454,0.07421670437195038,0.07112896036456821,0.056433686211392206,0.02073663608943236,0.013972419660974626,0.012357845541562478,0.023027573667533534
290,0.12504348933718226,0.07657275353638486,0.07857825436595174,0.05529165557064838,0.021283631804623213,0.014291744262767848,0.013051501523774987,0.0229295151947505
291,0.12294666666215112,0.0801652173812223,0.08536402472947234,0.054055959866613344,0.02161447503811918,0.014593853775032478,0.01376102659742842,0.0228028148091401
292,0.12105380629167996,0.08524560184033349,0.09124298242420388,0.052651436700064974,0.021723314609031593,0.01486400455509885,0.014455069925908432,0.022722864191814324
293,0.11960242031813867,0.09194137843239028,0.09603377941318933,0.05101785190860177,0.021625580184862023,0.01508810135902092,0.01510777449039131,0.022760003847265644
294,0.11875676230063585,0.1002283860584273,0.09962390720603666,0.04912056713144535,0.021354734040058228,0.015252272197723581,0.015700085903909037,0.022973743652886926
295,0.11860777002301306,0.10991659740034807,0.10197061123906753,0.04695702127547442,0.020957664642138312,0.01534291389155811,0.016220304715009414,0.023407441159105962
296,0.11918046868895164,0.12065158803108827,0.10309717816347452,0.04455840052611867,0.020489314204745104,0.015347335962524643,0.016663966852479204,0.024083985532619895
297,0.12044749410507498,0.13193239745226826,0.10308625698018715,0.041986806891475485,0.020007135365325755,0.01525500892529676,0.01703325241999062,0.025003226490997295
298,0.12234704069606878,0.1431447980937043,0.1020715583296752,0.03932905749430652,0.019565905438356353,0.015059289845482162,0.01733615538198141,0.02614189115788284
299,0.12480329354825642,0.15360750656245745,0.10022858953533559,0.03668873951097185,0.019213306715082257,0.014759368141714675,0.01758558373008332,0.02745647324929828
300,0.12774716435005715,0.16262766329018374,0.09776439519825714,0.03417818211686567,0.018986534996708854,0.014362075264874435,0.017798429501880708,0.028889071344736866
