,0,1,2,3,4,5
0,15.901347604706364,87.49879460360755,80.6803322471857,150.38526815505392,46.81769427087627,37.591565470512556
1,0.0,83.31702274039819,78.46393998066287,140.48379713890543,49.85105199894116,42.14074195445017
2,16.274655702332684,81.65595475019519,78.95275449624339,135.1696326812762,48.92248117094311,42.3497481637734
3,18.495069840589935,81.65172103141302,79.2407410743978,129.14763332461348,54.87114843922862,49.41362572645427
4,13.80190429541225,83.97205519223473,78.88723209914389,141.47250466992952,48.486774588640685,40.40264770806048
5,16.680566802647697,88.27065529391524,81.64843550848977,151.39108706667938,47.07848002844732,38.037035282131676
6,16.23632117931957,90.17717674956455,82.6439436894486,152.9553483800898,49.04653857188566,39.65458885170064
7,20.306286224376773,81.14781594332912,81.02085226686557,131.2724238817503,51.967979902826386,47.33024118689399
8,14.097357759913837,83.01749677021836,78.33692268104878,142.91582554487294,47.642629052013525,39.92801723912409
9,14.290117617345436,86.50938017715183,80.1335260692824,147.6265974802393,47.34213047216217,38.849618595462026
10,14.741565667599765,84.44037384133253,78.76900186674013,142.50267479288186,45.2653651133375,40.16357176456204
11,14.929050081305999,80.9854468479611,77.80717574793385,133.02224325135347,52.70808845233142,45.673833729001714
12,14.375319486046678,86.53011800183583,79.52088108756647,147.66080233149123,47.70395580322699,39.04822928854085
13,15.43701280174809,88.70911388816165,81.82239577718991,151.7160641385514,47.78728980262531,38.6698583145536
14,15.578138473830112,80.34397320026876,76.91913295274111,131.36126308141962,52.766932704633454,46.73366594710899
15,16.74099941565658,89.52763964731841,82.34977438248234,153.11345138919083,47.880132121666016,38.93821821321363
16,15.74166434350981,87.94235412682258,80.8906717933436,150.36477109162018,47.61444057070318,38.813281627850685
17,15.24185279453983,86.13767758210693,79.86570998836301,147.18160728768063,47.00884185375616,38.16850699155029
18,18.12475633236708,83.10790810976495,80.32288967895342,127.39400233332958,57.34927793924474,51.330514274628385
19,15.496084591794345,80.15708846288943,77.7056177947338,131.54033873340128,52.182890248079,45.35370136568332
20,15.025287414896356,81.84220305233461,79.64565880964805,138.46986558025185,47.85915570883429,40.97969567947818
21,18.21048639250297,81.27522601808631,78.3522311688228,129.67060780395653,53.34723853662177,46.70587824858445
22,15.659347621319752,89.53627329672277,82.23246030498927,151.78022566758128,48.658319894436644,39.62561813133256
23,16.756661622059713,88.79286779980202,80.397134558429,151.91745547200827,47.814374399171854,38.80133753089387
24,13.51863106522186,83.95793970485106,79.15263893710359,142.01900213058892,47.88116871732781,40.279358480067785
25,78.20602363051715,16.240403878443527,36.04040363272463,60.726152721820746,30.79855772000119,34.985091383912206
26,80.57573429173854,17.40318306865323,42.73070110277084,101.35316098108345,36.41532156961408,46.49757504231067
27,82.18117805266125,17.813659100388055,44.21987781264281,67.25986109798521,38.05717487122496,46.79266272454185
28,97.96131042603666,15.441587399828236,38.50710181752726,86.90965620934074,31.11988464776289,38.27994508079566
